investor_id,average_gap_days,total_sips,total_investment,status
INV002744,52.89,10,64967,At Risk
INV002745,97.67,4,22831,At Risk
INV002746,68.0,8,48769,At Risk
INV002747,41.0,3,30249,At Risk
INV002748,127.67,4,6985,At Risk
INV002750,72.4,6,54778,At Risk
INV002751,41.5,7,95314,At Risk
INV002752,100.5,3,9590,At Risk
INV002753,80.75,5,134185,At Risk
INV002754,116.5,5,130770,At Risk
INV002756,460.0,2,13443,At Risk
INV002757,99.33,4,14297,At Risk
INV002758,81.0,6,100322,At Risk
INV002759,111.0,3,21774,At Risk
INV002761,80.6,6,61101,At Risk
INV002762,87.25,5,62683,At Risk
INV002763,409.0,2,15743,At Risk
INV002764,95.67,4,63869,At Risk
INV002765,155.33,4,61069,At Risk
INV002766,70.6,6,73612,At Risk
INV002767,55.33,7,54936,At Risk
INV002769,82.0,7,149870,At Risk
INV002770,202.0,3,11646,At Risk
INV002771,221.5,3,6509,At Risk
INV002772,74.5,7,59984,At Risk
INV002773,405.0,2,69451,At Risk
INV002774,114.0,5,88061,At Risk
INV002775,43.0,3,14702,At Risk
INV002776,160.5,3,5328,At Risk
INV002778,350.0,2,14396,At Risk
INV002779,64.2,6,120653,At Risk
INV002780,104.0,4,20508,At Risk
INV002781,21.0,2,4029,Regular
INV002782,105.0,2,13156,At Risk
INV002783,64.0,7,63570,At Risk
INV002784,63.5,5,71724,At Risk
INV002785,29.5,3,37283,Regular
INV002786,76.33,7,94391,At Risk
INV002787,99.25,5,35197,At Risk
INV002788,88.25,5,22790,At Risk
INV002789,35.0,2,24429,Regular
INV002790,284.0,2,54420,At Risk
INV002791,165.5,3,16153,At Risk
INV002792,202.0,2,13579,At Risk
INV002793,59.33,7,73091,At Risk
INV002794,56.17,7,62084,At Risk
INV002796,137.0,4,77432,At Risk
INV002798,224.0,3,77358,At Risk
INV002799,70.8,6,77732,At Risk
INV002800,63.5,7,92767,At Risk
INV002801,78.0,4,7929,At Risk
INV002802,63.0,2,8525,At Risk
INV002803,64.83,7,32936,At Risk
INV002804,59.86,8,50641,At Risk
INV002805,332.0,2,10496,At Risk
INV002806,234.5,3,33238,At Risk
INV002807,100.5,3,22156,At Risk
INV002808,59.67,7,114782,At Risk
INV002809,81.4,6,27992,At Risk
INV002810,32.29,8,198382,Regular
INV002811,115.0,3,8358,At Risk
INV002813,49.0,7,58938,At Risk
INV002814,198.0,2,13063,At Risk
INV002816,129.0,2,2884,At Risk
INV002817,159.0,2,31498,At Risk
INV002818,366.0,2,4799,At Risk
INV002819,35.0,4,9204,Regular
INV002822,53.0,7,79723,At Risk
INV002823,333.0,2,56658,At Risk
INV002824,71.83,7,129424,At Risk
INV002825,207.5,3,9853,At Risk
INV002826,61.6,6,16841,At Risk
INV002827,73.6,6,31630,At Risk
INV002828,80.0,6,24496,At Risk
INV002829,80.0,3,21533,At Risk
INV002830,110.25,5,42869,At Risk
INV002831,40.2,6,41114,At Risk
INV002832,65.33,4,30379,At Risk
INV002833,297.0,2,5866,At Risk
INV002834,187.5,3,32161,At Risk
INV002835,82.33,7,66597,At Risk
INV002838,56.71,8,85390,At Risk
INV002839,114.0,2,17202,At Risk
INV002840,63.67,4,48742,At Risk
INV002841,43.4,6,66169,At Risk
INV002843,43.14,8,39772,At Risk
INV002846,129.0,3,30963,At Risk
INV002847,52.67,10,54971,At Risk
INV002849,54.0,4,15288,At Risk
INV002850,53.17,7,60216,At Risk
INV002851,245.0,3,25932,At Risk
INV002852,75.8,6,72731,At Risk
INV002854,190.0,3,6592,At Risk
INV002855,120.0,3,12212,At Risk
INV002856,129.67,4,82061,At Risk
INV002858,161.0,2,5192,At Risk
INV002859,76.5,7,102010,At Risk
INV002860,196.5,3,61602,At Risk
INV002861,121.25,5,17189,At Risk
INV002862,152.67,4,6833,At Risk
INV002863,74.4,6,64141,At Risk
INV002864,79.0,5,31823,At Risk
INV002865,37.2,6,101007,At Risk
INV002866,148.0,2,60154,At Risk
INV002867,125.0,2,13060,At Risk
INV002868,101.67,4,128685,At Risk
INV002869,58.75,5,70456,At Risk
INV002870,48.2,6,46965,At Risk
INV002872,85.6,6,46749,At Risk
INV002873,98.2,6,103488,At Risk
INV002874,120.5,5,44415,At Risk
INV002875,58.0,3,40481,At Risk
INV002876,348.0,2,54123,At Risk
INV002877,86.33,4,20922,At Risk
INV002879,72.17,7,67219,At Risk
INV002881,43.6,6,73870,At Risk
INV002882,191.0,2,7558,At Risk
INV002883,96.0,6,127978,At Risk
INV002886,44.33,7,111958,At Risk
INV002888,53.33,4,29539,At Risk
INV002890,101.25,5,56376,At Risk
INV002891,72.71,8,91856,At Risk
INV002892,209.0,2,13738,At Risk
INV002893,50.0,9,67163,At Risk
INV002894,11.0,2,3239,Regular
INV002895,95.75,5,62836,At Risk
INV002896,70.67,4,17149,At Risk
INV002897,85.25,5,41553,At Risk
INV002898,58.0,3,7763,At Risk
INV002899,224.0,3,4862,At Risk
INV002900,64.2,6,74395,At Risk
INV002901,94.0,3,4927,At Risk
INV002902,35.0,2,12903,Regular
INV002903,89.6,6,34145,At Risk
INV002904,49.33,7,21362,At Risk
INV002905,73.0,6,41724,At Risk
INV002906,41.2,6,88578,At Risk
INV002908,80.0,3,4331,At Risk
INV002909,82.33,7,78147,At Risk
INV002910,367.0,2,44782,At Risk
INV002911,120.5,3,24880,At Risk
INV002912,97.0,6,82487,At Risk
INV002913,73.67,7,83828,At Risk
INV002914,4.0,2,63321,Regular
INV002915,49.29,8,115638,At Risk
INV002917,132.33,4,11386,At Risk
INV002920,99.0,2,58858,At Risk
INV002921,53.33,7,150805,At Risk
INV002923,220.0,2,55913,At Risk
INV002924,32.0,5,62978,Regular
INV002925,226.0,2,34822,At Risk
INV002926,147.67,4,52750,At Risk
INV002927,40.29,8,84741,At Risk
INV002928,7.0,2,46969,Regular
INV002929,445.0,2,27647,At Risk
INV002930,95.33,4,35422,At Risk
INV002931,106.75,5,56457,At Risk
INV002932,87.67,4,38848,At Risk
INV002933,43.0,5,99944,At Risk
INV002934,104.0,4,19861,At Risk
INV002935,48.0,7,50280,At Risk
INV002937,67.17,7,137371,At Risk
INV002939,60.5,7,52116,At Risk
INV002940,223.5,3,14226,At Risk
INV002941,64.0,5,69222,At Risk
INV002942,55.5,9,85118,At Risk
INV002943,70.0,5,12120,At Risk
INV002944,131.0,3,32290,At Risk
INV002945,65.0,8,119666,At Risk
INV002946,121.5,3,51021,At Risk
INV002947,64.17,7,35512,At Risk
INV002948,365.0,2,27610,At Risk
INV002949,103.67,4,68374,At Risk
INV002950,45.86,8,52718,At Risk
INV002951,51.83,7,41135,At Risk
INV002952,137.0,2,19002,At Risk
INV002953,73.67,4,74048,At Risk
INV002954,83.33,4,32431,At Risk
INV002956,148.67,4,37798,At Risk
INV002957,114.75,5,53193,At Risk
INV002959,104.0,2,20966,At Risk
INV002961,84.67,7,116671,At Risk
INV002963,27.0,2,6275,Regular
INV002964,78.75,5,28895,At Risk
INV002966,95.25,5,69294,At Risk
INV002967,222.0,3,28737,At Risk
INV002968,80.75,5,79854,At Risk
INV002969,34.5,3,13587,Regular
INV002971,198.0,2,28117,At Risk
INV002973,68.33,4,20497,At Risk
INV002974,51.33,7,91467,At Risk
INV002975,52.0,3,21678,At Risk
INV002977,141.33,4,10928,At Risk
INV002978,195.0,3,67067,At Risk
INV002979,129.0,4,79590,At Risk
INV002980,85.25,5,26630,At Risk
INV002982,86.0,4,58226,At Risk
INV002984,91.0,6,49158,At Risk
INV002985,62.0,3,7284,At Risk
INV002986,485.0,2,4496,At Risk
INV002989,86.6,6,97001,At Risk
INV002991,328.0,2,17714,At Risk
INV002992,82.0,3,29248,At Risk
INV002993,145.33,4,68033,At Risk
INV002994,58.17,7,109553,At Risk
INV002996,75.0,5,106446,At Risk
INV002997,96.0,5,58601,At Risk
INV002998,6.0,2,4850,Regular
INV003000,67.0,7,54577,At Risk
INV003002,95.5,5,88050,At Risk
INV003003,58.25,9,43344,At Risk
INV003004,117.0,5,32867,At Risk
INV003005,53.14,8,92598,At Risk
INV003007,48.25,9,50688,At Risk
INV003008,174.0,3,14109,At Risk
INV003009,38.12,9,44642,At Risk
INV003010,115.5,5,37835,At Risk
INV003011,64.17,7,49243,At Risk
INV003012,58.25,5,58639,At Risk
INV003014,82.4,6,203009,At Risk
INV003015,54.67,7,114153,At Risk
INV003016,71.0,3,37459,At Risk
INV003017,109.75,5,18909,At Risk
INV003018,49.2,6,48461,At Risk
INV003020,208.0,2,26926,At Risk
INV003021,120.5,5,64515,At Risk
INV003022,69.6,6,108990,At Risk
INV003023,116.33,4,9966,At Risk
INV003024,44.2,6,49549,At Risk
INV003025,35.29,8,71546,At Risk
INV003027,70.0,4,100182,At Risk
INV003028,91.4,6,77674,At Risk
INV003031,51.0,3,8725,At Risk
INV003032,260.0,2,48955,At Risk
INV003033,99.75,5,77782,At Risk
INV003034,73.4,6,92731,At Risk
INV003036,57.71,8,134774,At Risk
INV003037,79.5,7,42399,At Risk
INV003038,83.0,2,9442,At Risk
INV003040,74.0,6,51162,At Risk
INV003041,118.25,5,13477,At Risk
INV003042,191.0,2,14942,At Risk
INV003043,73.83,7,78142,At Risk
INV003044,71.17,7,60913,At Risk
INV003045,36.2,6,32392,At Risk
INV003046,39.0,2,8911,At Risk
INV003047,70.14,8,137083,At Risk
INV003048,36.75,5,23564,At Risk
INV003049,126.33,4,57132,At Risk
INV003051,72.5,3,38004,At Risk
INV003052,158.0,2,19984,At Risk
INV003053,216.0,2,25335,At Risk
INV003054,78.67,7,76249,At Risk
INV003055,112.5,5,24126,At Risk
INV003057,72.75,5,36095,At Risk
INV003058,85.75,5,48981,At Risk
INV003059,174.0,3,7084,At Risk
INV003060,79.0,7,69534,At Risk
INV003061,74.0,5,10766,At Risk
INV003063,57.83,7,27315,At Risk
INV003064,134.0,2,7036,At Risk
INV003065,79.5,5,57384,At Risk
INV003066,123.0,2,1721,At Risk
INV003067,149.0,2,28292,At Risk
INV003068,185.0,3,43274,At Risk
INV003069,80.75,5,12603,At Risk
INV003070,54.5,9,116790,At Risk
INV003073,75.25,5,48149,At Risk
INV003074,74.8,6,78967,At Risk
INV003075,57.43,8,169132,At Risk
INV003077,111.25,5,62766,At Risk
INV003078,69.17,7,55176,At Risk
INV003079,113.67,4,22063,At Risk
INV003080,67.0,3,4678,At Risk
INV003081,150.0,2,64587,At Risk
INV003082,46.43,8,40228,At Risk
INV003083,66.4,6,38189,At Risk
INV003084,170.0,3,67157,At Risk
INV003086,100.0,4,55531,At Risk
INV003087,106.0,2,41815,At Risk
INV003089,65.0,6,72760,At Risk
INV003090,57.33,4,17634,At Risk
INV003091,50.88,9,35993,At Risk
INV003092,187.0,2,3436,At Risk
INV003095,86.6,6,64248,At Risk
INV003097,62.71,8,151274,At Risk
INV003098,211.5,3,66309,At Risk
INV003099,192.0,3,8076,At Risk
INV003100,31.75,5,34362,Regular
INV003101,127.0,3,18603,At Risk
INV003102,83.5,5,94522,At Risk
INV003103,91.25,5,23176,At Risk
INV003105,65.5,7,121433,At Risk
INV003108,228.5,3,5350,At Risk
INV003109,100.0,2,29205,At Risk
INV003110,81.5,5,9488,At Risk
INV003111,95.25,5,72809,At Risk
INV003112,91.6,6,68105,At Risk
INV003113,66.86,8,115572,At Risk
INV003115,48.0,6,103814,At Risk
INV003116,79.33,4,61768,At Risk
INV003117,66.57,8,74326,At Risk
INV003119,72.33,4,97514,At Risk
INV003120,210.0,2,8829,At Risk
INV003121,43.67,4,41493,At Risk
INV003123,97.25,5,72366,At Risk
INV003124,63.75,5,19196,At Risk
INV003125,90.0,4,20496,At Risk
INV003128,52.5,3,50734,At Risk
INV003129,51.0,2,15336,At Risk
INV003130,106.0,3,18703,At Risk
INV003132,158.67,4,29285,At Risk
INV003134,76.83,7,111805,At Risk
INV003136,117.0,2,76843,At Risk
INV003137,232.0,2,25884,At Risk
INV003139,55.17,7,79357,At Risk
INV003140,57.0,8,47273,At Risk
INV003141,67.5,7,87927,At Risk
INV003142,125.5,3,56725,At Risk
INV003144,82.5,7,54671,At Risk
INV003145,32.0,2,13157,Regular
INV003146,59.5,9,116340,At Risk
INV003147,204.5,3,44553,At Risk
INV003149,77.0,2,10151,At Risk
INV003150,126.0,4,10397,At Risk
INV003151,81.0,6,38290,At Risk
INV003153,40.67,7,82703,At Risk
INV003154,238.0,2,4887,At Risk
INV003157,117.5,3,27130,At Risk
INV003158,55.62,9,95466,At Risk
INV003159,156.0,3,71698,At Risk
INV003160,146.0,4,32763,At Risk
INV003161,77.4,6,45870,At Risk
INV003164,160.0,3,10850,At Risk
INV003165,119.25,5,40130,At Risk
INV003166,131.67,4,72903,At Risk
INV003167,83.5,5,59449,At Risk
INV003168,118.5,5,22328,At Risk
INV003169,62.6,6,31020,At Risk
INV003171,37.33,4,29135,At Risk
INV003173,116.0,5,93604,At Risk
INV003174,21.0,2,15667,Regular
INV003176,93.5,5,92295,At Risk
INV003178,56.4,6,39480,At Risk
INV003179,56.25,9,64309,At Risk
INV003181,242.0,2,26994,At Risk
INV003182,151.0,3,62872,At Risk
INV003183,124.5,3,94654,At Risk
INV003184,94.33,4,27492,At Risk
INV003185,65.2,6,78275,At Risk
INV003187,58.25,9,51008,At Risk
INV003188,128.0,4,23525,At Risk
INV003189,55.12,9,34519,At Risk
INV003190,92.0,4,57366,At Risk
INV003191,76.8,6,31967,At Risk
INV003192,74.5,5,35110,At Risk
INV003193,96.6,6,65353,At Risk
INV003194,132.67,4,46524,At Risk
INV003195,68.0,2,3345,At Risk
INV003196,80.33,7,34448,At Risk
INV003197,8.0,2,7918,Regular
INV003198,166.5,3,54245,At Risk
INV003200,74.25,5,154589,At Risk
INV003201,96.75,5,17944,At Risk
INV003202,92.25,5,69539,At Risk
INV003203,22.75,5,34721,Regular
INV003204,55.0,2,24452,At Risk
INV003205,67.67,7,50635,At Risk
INV003206,117.0,5,51007,At Risk
INV003207,68.0,3,7397,At Risk
INV003208,121.25,5,11488,At Risk
INV003209,97.5,5,72648,At Risk
INV003210,72.2,6,18851,At Risk
INV003211,69.0,7,73285,At Risk
INV003212,139.5,3,22162,At Risk
INV003213,171.5,3,29083,At Risk
INV003214,59.8,6,58100,At Risk
INV003215,60.83,7,30900,At Risk
INV003216,352.0,2,45239,At Risk
INV003218,105.5,5,73791,At Risk
INV003219,57.2,6,111640,At Risk
INV003220,62.75,5,42030,At Risk
INV003221,61.17,7,188581,At Risk
INV003222,81.5,7,46924,At Risk
INV003223,67.71,8,115743,At Risk
INV003224,102.33,4,16858,At Risk
INV003225,118.0,5,12079,At Risk
INV003226,103.33,4,111372,At Risk
INV003227,123.5,5,52998,At Risk
INV003228,70.17,7,88333,At Risk
INV003230,67.5,7,59960,At Risk
INV003231,83.0,7,61212,At Risk
INV003232,97.25,5,99078,At Risk
INV003233,169.0,2,35819,At Risk
INV003234,96.6,6,45926,At Risk
INV003235,292.0,2,3279,At Risk
INV003236,51.12,9,120464,At Risk
INV003237,117.0,4,27685,At Risk
INV003238,127.0,3,58508,At Risk
INV003239,97.5,5,52452,At Risk
INV003240,101.75,5,19400,At Risk
INV003241,23.0,2,2928,Regular
INV003242,61.0,7,60420,At Risk
INV003243,70.75,5,14996,At Risk
INV003244,80.75,5,27013,At Risk
INV003245,116.67,4,38585,At Risk
INV003246,205.0,2,18818,At Risk
INV003247,84.6,6,94982,At Risk
INV003248,117.75,5,30689,At Risk
INV003249,233.5,3,12556,At Risk
INV003250,112.25,5,51853,At Risk
INV003252,67.6,6,102990,At Risk
INV003253,100.0,4,9749,At Risk
INV003254,46.25,5,114670,At Risk
INV003256,51.0,7,94745,At Risk
INV003257,61.8,6,145848,At Risk
INV003258,85.5,5,42337,At Risk
INV003259,166.0,2,10253,At Risk
INV003260,89.4,6,66384,At Risk
INV003261,176.5,3,15472,At Risk
INV003262,85.2,6,140022,At Risk
INV003263,121.75,5,78985,At Risk
INV003264,66.25,5,23355,At Risk
INV003265,153.5,3,13668,At Risk
INV003267,74.4,6,20825,At Risk
INV003269,93.0,4,9529,At Risk
INV003270,26.5,3,86606,Regular
INV003271,61.17,7,38769,At Risk
INV003272,153.0,3,98988,At Risk
INV003273,60.14,8,195095,At Risk
INV003275,429.0,2,20079,At Risk
INV003276,121.0,3,9446,At Risk
INV003277,53.71,8,81268,At Risk
INV003279,63.38,9,155774,At Risk
INV003280,77.67,4,55571,At Risk
INV003282,175.0,2,3848,At Risk
INV003283,208.0,2,6261,At Risk
INV003285,121.0,2,9333,At Risk
INV003287,93.75,5,24076,At Risk
INV003288,203.0,3,50820,At Risk
INV003289,64.83,7,105165,At Risk
INV003291,93.5,5,29124,At Risk
INV003292,38.0,2,4500,At Risk
INV003294,69.0,3,71150,At Risk
INV003295,119.0,4,7686,At Risk
INV003296,152.0,2,10807,At Risk
INV003297,81.5,5,26865,At Risk
INV003298,74.75,5,64786,At Risk
INV003300,64.8,6,92258,At Risk
INV003301,59.38,9,183141,At Risk
INV003302,88.33,4,80850,At Risk
INV003303,251.0,2,62571,At Risk
INV003304,44.22,10,135315,At Risk
INV003305,51.33,4,99061,At Risk
INV003306,154.33,4,10525,At Risk
INV003307,320.0,2,1672,At Risk
INV003308,56.75,9,133172,At Risk
INV003309,111.67,4,20513,At Risk
INV003310,80.8,6,33878,At Risk
INV003311,48.0,9,43171,At Risk
INV003312,482.0,2,11876,At Risk
INV003313,25.67,4,13590,Regular
INV003314,73.5,7,179149,At Risk
INV003315,358.0,2,22688,At Risk
INV003316,73.0,2,27497,At Risk
INV003317,44.14,8,75540,At Risk
INV003319,152.5,3,58272,At Risk
INV003320,45.29,8,107141,At Risk
INV003321,59.5,5,28716,At Risk
INV003322,337.0,2,6092,At Risk
INV003324,469.0,2,18661,At Risk
INV003325,101.0,6,42846,At Risk
INV003326,335.0,2,28499,At Risk
INV003328,204.0,3,19670,At Risk
INV003329,89.0,6,113204,At Risk
INV003330,229.0,2,14436,At Risk
INV003331,190.5,3,35467,At Risk
INV003332,87.25,5,56825,At Risk
INV003334,26.0,2,9716,Regular
INV003335,153.5,3,11910,At Risk
INV003336,72.33,7,134860,At Risk
INV003337,117.0,2,67969,At Risk
INV003338,37.5,9,153954,At Risk
INV003340,124.0,4,53372,At Risk
INV003341,46.0,5,35755,At Risk
INV003342,49.75,5,97323,At Risk
INV003343,121.67,4,64112,At Risk
INV003344,86.6,6,30966,At Risk
INV003345,113.67,4,69639,At Risk
INV003346,44.67,4,71288,At Risk
INV003347,94.67,4,18956,At Risk
INV003348,323.0,2,96128,At Risk
INV003349,286.0,2,13508,At Risk
INV003350,92.4,6,27929,At Risk
INV003351,54.0,6,104400,At Risk
INV003352,68.14,8,113976,At Risk
INV003353,14.0,2,6494,Regular
INV003354,108.75,5,70146,At Risk
INV003355,132.0,4,64249,At Risk
INV003356,104.0,2,896,At Risk
INV003357,62.4,6,56022,At Risk
INV003359,83.0,2,15711,At Risk
INV003360,59.43,8,66401,At Risk
INV003361,345.0,2,2988,At Risk
INV003362,34.0,2,35523,Regular
INV003363,92.75,5,27508,At Risk
INV003366,79.75,5,42244,At Risk
INV003370,63.33,7,82199,At Risk
INV003372,59.4,6,31020,At Risk
INV003373,263.0,2,15276,At Risk
INV003374,56.5,7,49043,At Risk
INV003375,52.71,8,135524,At Risk
INV003376,85.8,6,80609,At Risk
INV003377,203.0,2,5927,At Risk
INV003379,75.17,7,53335,At Risk
INV003380,72.4,6,35744,At Risk
INV003381,119.0,4,57857,At Risk
INV003382,34.2,6,70423,Regular
INV003383,204.0,3,22721,At Risk
INV003387,88.0,4,16689,At Risk
INV003388,130.67,4,30014,At Risk
INV003389,69.0,2,65676,At Risk
INV003390,382.0,2,33702,At Risk
INV003391,56.6,6,75689,At Risk
INV003392,126.0,2,28600,At Risk
INV003393,63.71,8,73545,At Risk
INV003394,210.5,3,17527,At Risk
INV003395,79.0,6,56160,At Risk
INV003396,123.5,5,12315,At Risk
INV003397,113.0,2,10029,At Risk
INV003398,55.43,8,47267,At Risk
INV003399,142.5,3,26185,At Risk
INV003400,44.0,2,5421,At Risk
INV003401,41.0,3,21815,At Risk
INV003402,30.33,4,78685,Regular
INV003403,56.6,6,50522,At Risk
INV003404,50.29,8,80637,At Risk
INV003405,41.0,8,95007,At Risk
INV003406,59.0,8,104922,At Risk
INV003407,57.43,8,51571,At Risk
INV003408,69.0,4,11829,At Risk
INV003409,64.5,5,67232,At Risk
INV003410,112.75,5,27901,At Risk
INV003411,106.5,5,67481,At Risk
INV003412,24.0,2,10494,Regular
INV003414,405.0,2,24878,At Risk
INV003415,81.0,5,49983,At Risk
INV003417,35.0,2,5860,Regular
INV003418,128.5,3,42943,At Risk
INV003419,62.5,5,43978,At Risk
INV003420,100.0,5,78711,At Risk
INV003421,23.5,3,36249,Regular
INV003422,84.67,7,84910,At Risk
INV003423,139.67,4,12853,At Risk
INV003424,73.17,7,60522,At Risk
INV003425,96.67,4,71002,At Risk
INV003426,67.67,4,18625,At Risk
INV003427,84.2,6,117717,At Risk
INV003428,96.0,4,43115,At Risk
INV003429,102.25,5,25428,At Risk
INV003430,73.4,6,54715,At Risk
INV003431,51.4,6,65461,At Risk
INV003432,61.33,7,63809,At Risk
INV003433,76.0,2,17145,At Risk
INV003435,73.83,7,94339,At Risk
INV003436,96.0,5,42032,At Risk
INV003437,91.2,6,43627,At Risk
INV003438,147.33,4,16917,At Risk
INV003439,21.5,3,46455,Regular
INV003441,133.0,2,10266,At Risk
INV003442,96.0,2,9062,At Risk
INV003443,111.5,3,22033,At Risk
INV003444,122.0,4,16161,At Risk
INV003445,372.0,2,23610,At Risk
INV003446,185.0,2,17137,At Risk
INV003448,74.5,7,22057,At Risk
INV003449,102.0,2,30939,At Risk
INV003450,47.67,10,140759,At Risk
INV003451,107.25,5,62732,At Risk
INV003452,32.0,5,33218,Regular
INV003453,310.0,2,11684,At Risk
INV003454,58.0,3,13035,At Risk
INV003455,35.5,7,79732,At Risk
INV003456,184.0,2,18801,At Risk
INV003457,60.5,7,75273,At Risk
INV003458,67.86,8,35913,At Risk
INV003459,59.4,6,42636,At Risk
INV003460,76.0,4,12224,At Risk
INV003461,83.0,2,38946,At Risk
INV003462,108.25,5,59285,At Risk
INV003463,109.5,3,10827,At Risk
INV003464,160.0,3,60020,At Risk
INV003467,112.0,3,15847,At Risk
INV003468,234.0,3,21471,At Risk
INV003469,122.0,3,24240,At Risk
INV003470,175.0,3,12971,At Risk
INV003471,15.0,3,9161,Regular
INV003473,95.8,6,40058,At Risk
INV003475,56.0,9,75542,At Risk
INV003477,131.67,4,32523,At Risk
INV003478,56.62,9,135853,At Risk
INV003479,65.71,8,90730,At Risk
INV003480,82.4,6,37752,At Risk
INV003483,172.0,2,3775,At Risk
INV003484,73.8,6,108256,At Risk
INV003485,89.33,4,71773,At Risk
INV003487,70.6,6,96051,At Risk
INV003488,464.0,2,27153,At Risk
INV003490,191.0,2,19946,At Risk
INV003491,59.12,9,58181,At Risk
INV003492,90.8,6,39990,At Risk
INV003493,107.0,2,6639,At Risk
INV003494,111.67,4,63285,At Risk
INV003495,49.22,10,76439,At Risk
INV003496,121.0,4,21808,At Risk
INV003499,286.0,2,14920,At Risk
INV003500,235.0,3,60228,At Risk
INV003501,102.0,3,14321,At Risk
INV003503,122.5,3,20836,At Risk
INV003505,99.0,2,9480,At Risk
INV003506,67.0,7,27834,At Risk
INV003507,83.0,4,63332,At Risk
INV003509,60.88,9,91824,At Risk
INV003510,69.0,3,22593,At Risk
INV003511,65.57,8,71560,At Risk
INV003513,68.75,5,78430,At Risk
INV003514,74.2,6,90699,At Risk
INV003515,32.67,4,17009,Regular
INV003516,324.0,2,10368,At Risk
INV003517,164.0,2,11700,At Risk
INV003518,67.8,6,38843,At Risk
INV003519,88.5,3,42964,At Risk
INV003520,135.0,4,31089,At Risk
INV003521,89.0,6,46547,At Risk
INV003523,66.0,2,3511,At Risk
INV003524,64.17,7,74739,At Risk
INV003525,98.5,5,17522,At Risk
INV003526,88.2,6,30478,At Risk
INV003527,113.67,4,5590,At Risk
INV003528,58.62,9,143222,At Risk
INV003529,32.67,4,7192,Regular
INV003530,51.0,6,78084,At Risk
INV003531,76.4,6,71480,At Risk
INV003532,117.75,5,32127,At Risk
INV003533,98.5,5,21017,At Risk
INV003534,52.71,8,53508,At Risk
INV003535,106.5,3,81926,At Risk
INV003536,92.5,3,48102,At Risk
INV003537,91.0,5,40960,At Risk
INV003539,114.5,3,39200,At Risk
INV003540,56.0,2,28595,At Risk
INV003541,73.0,4,37231,At Risk
INV003543,101.5,5,79999,At Risk
INV003544,270.0,2,49398,At Risk
INV003545,90.0,6,34569,At Risk
INV003546,114.0,4,58663,At Risk
INV003548,37.5,3,12026,At Risk
INV003549,295.0,2,44133,At Risk
INV003552,147.5,3,30965,At Risk
INV003553,86.5,5,33312,At Risk
INV003554,88.0,5,56334,At Risk
INV003555,45.0,3,40054,At Risk
INV003556,77.6,6,37784,At Risk
INV003557,66.4,6,49343,At Risk
INV003558,39.17,7,76056,At Risk
INV003559,48.33,10,131836,At Risk
INV003560,178.5,3,37126,At Risk
INV003561,132.0,4,57279,At Risk
INV003562,80.5,7,77371,At Risk
INV003563,88.33,4,34825,At Risk
INV003564,71.0,8,196080,At Risk
INV003565,109.75,5,11493,At Risk
INV003566,276.0,2,8428,At Risk
INV003567,100.33,4,66215,At Risk
INV003568,72.25,5,57073,At Risk
INV003569,81.0,5,38344,At Risk
INV003570,187.0,3,27563,At Risk
INV003571,86.5,3,7008,At Risk
INV003572,181.5,3,12099,At Risk
INV003573,26.5,5,157677,Regular
INV003574,190.0,3,40098,At Risk
INV003575,126.33,4,49066,At Risk
INV003576,70.0,2,2621,At Risk
INV003577,84.25,5,58871,At Risk
INV003578,112.5,3,29509,At Risk
INV003579,42.33,4,126225,At Risk
INV003580,72.17,7,64406,At Risk
INV003581,51.29,8,39296,At Risk
INV003582,49.33,7,74240,At Risk
INV003583,104.5,5,40391,At Risk
INV003586,54.29,8,138874,At Risk
INV003587,88.67,4,57847,At Risk
INV003588,15.0,3,27945,Regular
INV003589,171.0,3,17039,At Risk
INV003590,116.0,4,65405,At Risk
INV003592,75.6,6,69765,At Risk
INV003593,78.2,6,94754,At Risk
INV003594,113.67,4,120610,At Risk
INV003595,235.0,2,24314,At Risk
INV003597,158.5,3,58598,At Risk
INV003598,68.0,8,28496,At Risk
INV003599,50.0,6,94188,At Risk
INV003600,106.25,5,64885,At Risk
INV003601,45.25,9,59029,At Risk
INV003602,243.5,3,2842,At Risk
INV003603,167.0,3,4722,At Risk
INV003604,90.2,6,71928,At Risk
INV003605,224.0,2,2807,At Risk
INV003607,70.4,6,24597,At Risk
INV003608,119.0,3,25877,At Risk
INV003609,150.33,4,51818,At Risk
INV003611,68.83,7,97349,At Risk
INV003612,76.33,4,19144,At Risk
INV003613,67.43,8,85140,At Risk
INV003614,116.5,5,70463,At Risk
INV003615,92.0,2,17427,At Risk
INV003616,76.75,5,28176,At Risk
INV003617,60.33,4,16347,At Risk
INV003619,72.0,6,31477,At Risk
INV003620,115.75,5,32847,At Risk
INV003624,152.0,2,6621,At Risk
INV003625,62.4,6,87326,At Risk
INV003626,80.0,5,7825,At Risk
INV003627,59.17,7,16009,At Risk
INV003628,43.0,2,4945,At Risk
INV003630,52.0,7,32857,At Risk
INV003632,113.0,2,8455,At Risk
INV003633,78.8,6,123491,At Risk
INV003634,47.8,6,65193,At Risk
INV003635,47.11,10,111446,At Risk
INV003636,237.5,3,57325,At Risk
INV003637,93.0,5,58956,At Risk
INV003638,65.25,5,90671,At Risk
INV003639,83.75,5,69468,At Risk
INV003640,92.5,3,34332,At Risk
INV003641,67.0,8,91123,At Risk
INV003642,53.17,7,114117,At Risk
